timestamp,avg_ear,blink_detected,blink_rate,baseline_ear,baseline_blink_rate,ear_deviation,blink_rate_deviation
1767034829.3446088,0.2434,0,29.0,0.2564,27.0,-0.013,2.0
1767034829.4268396,0.2363,0,29.0,0.2564,27.0,-0.0201,2.0
1767034829.4784875,0.2411,0,29.0,0.2564,27.0,-0.0153,2.0
1767034829.4971857,0.2411,0,29.0,0.2564,27.0,-0.0153,2.0
1767034829.5099726,0.2319,0,29.0,0.2564,27.0,-0.0245,2.0
1767034829.6243055,0.2383,0,29.0,0.2564,27.0,-0.0181,2.0
1767034829.641396,0.2383,0,29.0,0.2564,27.0,-0.0181,2.0
1767034829.6586776,0.2383,0,29.0,0.2564,27.0,-0.0181,2.0
1767034829.7208545,0.2612,0,29.0,0.2564,27.0,0.0048,2.0
1767034829.738926,0.2612,0,29.0,0.2564,27.0,0.0048,2.0
1767034829.7571495,0.2612,0,29.0,0.2564,27.0,0.0048,2.0
1767034829.8177342,0.2732,0,29.0,0.2564,27.0,0.0168,2.0
1767034829.8471465,0.2732,0,29.0,0.2564,27.0,0.0168,2.0
1767034829.8652442,0.2732,0,29.0,0.2564,27.0,0.0168,2.0
1767034829.9338186,0.2551,0,29.0,0.2564,27.0,-0.0013,2.0
1767034829.9500933,0.2551,0,29.0,0.2564,27.0,-0.0013,2.0
1767034829.9674246,0.2551,0,29.0,0.2564,27.0,-0.0013,2.0
1767034830.0415018,0.1939,0,29.0,0.2564,27.0,-0.0625,2.0
1767034830.0672648,0.1939,0,29.0,0.2564,27.0,-0.0625,2.0
1767034830.0847647,0.1939,0,29.0,0.2564,27.0,-0.0625,2.0
1767034830.1206067,0.2831,1,30.0,0.2564,27.0,0.0267,3.0
1767034830.136654,0.2831,0,30.0,0.2564,27.0,0.0267,3.0
1767034830.1509094,0.2831,0,30.0,0.2564,27.0,0.0267,3.0
1767034830.2337644,0.2702,0,30.0,0.2564,27.0,0.0138,3.0
1767034830.2504,0.2702,0,30.0,0.2564,27.0,0.0138,3.0
1767034830.2689483,0.2702,0,30.0,0.2564,27.0,0.0138,3.0
1767034830.3287053,0.2772,0,30.0,0.2564,27.0,0.0208,3.0
1767034830.347592,0.2772,0,30.0,0.2564,27.0,0.0208,3.0
1767034830.3631926,0.2772,0,30.0,0.2564,27.0,0.0208,3.0
1767034830.3795776,0.2772,0,30.0,0.2564,27.0,0.0208,3.0
1767034830.4222581,0.2839,0,30.0,0.2564,27.0,0.0275,3.0
1767034830.4392204,0.2839,0,30.0,0.2564,27.0,0.0275,3.0
1767034830.5164387,0.2977,0,30.0,0.2564,27.0,0.0413,3.0
1767034830.5318267,0.2977,0,30.0,0.2564,27.0,0.0413,3.0
1767034830.5493817,0.2977,0,30.0,0.2564,27.0,0.0413,3.0
1767034830.644502,0.2801,0,30.0,0.2564,27.0,0.0237,3.0
1767034830.6613655,0.2801,0,30.0,0.2564,27.0,0.0237,3.0
1767034830.6783173,0.2801,0,30.0,0.2564,27.0,0.0237,3.0
1767034830.7259848,0.2758,0,30.0,0.2564,27.0,0.0194,3.0
1767034830.744065,0.2758,0,30.0,0.2564,27.0,0.0194,3.0
1767034830.760351,0.2758,0,30.0,0.2564,27.0,0.0194,3.0
1767034830.778588,0.2758,0,30.0,0.2564,27.0,0.0194,3.0
1767034830.8272588,0.2935,0,30.0,0.2564,27.0,0.0371,3.0
1767034830.8475492,0.2935,0,30.0,0.2564,27.0,0.0371,3.0
1767034830.9373183,0.2847,0,30.0,0.2564,27.0,0.0283,3.0
1767034830.952243,0.2847,0,30.0,0.2564,27.0,0.0283,3.0
1767034830.9702587,0.2847,0,30.0,0.2564,27.0,0.0283,3.0
1767034831.0405536,0.3133,0,30.0,0.2564,27.0,0.0569,3.0
1767034831.0543637,0.3133,0,30.0,0.2564,27.0,0.0569,3.0
1767034831.0700207,0.3133,0,30.0,0.2564,27.0,0.0569,3.0
1767034831.0872188,0.3133,0,30.0,0.2564,27.0,0.0569,3.0
1767034831.128096,0.2749,0,30.0,0.2564,27.0,0.0185,3.0
1767034831.1444793,0.2749,0,30.0,0.2564,27.0,0.0185,3.0
1767034831.1613941,0.2749,0,30.0,0.2564,27.0,0.0185,3.0
1767034831.2384756,0.2172,0,30.0,0.2564,27.0,-0.0392,3.0
1767034831.2558413,0.2172,0,30.0,0.2564,27.0,-0.0392,3.0
1767034831.350204,0.2913,0,30.0,0.2564,27.0,0.0349,3.0
1767034831.3833842,0.2913,0,30.0,0.2564,27.0,0.0349,3.0
1767034831.3981352,0.2913,0,30.0,0.2564,27.0,0.0349,3.0
1767034831.415467,0.2913,0,30.0,0.2564,27.0,0.0349,3.0
1767034831.429924,0.2791,0,30.0,0.2564,27.0,0.0227,3.0
1767034831.447821,0.2791,0,30.0,0.2564,27.0,0.0227,3.0
1767034831.4661975,0.2791,0,30.0,0.2564,27.0,0.0227,3.0
1767034831.5385697,0.2802,0,30.0,0.2564,27.0,0.0238,3.0
1767034831.557578,0.2802,0,30.0,0.2564,27.0,0.0238,3.0
1767034831.5762453,0.2802,0,30.0,0.2564,27.0,0.0238,3.0
1767034831.6423483,0.2771,0,30.0,0.2564,27.0,0.0207,3.0
1767034831.6584327,0.2771,0,30.0,0.2564,27.0,0.0207,3.0
1767034831.677173,0.2771,0,30.0,0.2564,27.0,0.0207,3.0
1767034831.7358968,0.2738,0,30.0,0.2564,27.0,0.0174,3.0
1767034831.752777,0.2738,0,30.0,0.2564,27.0,0.0174,3.0
1767034831.7698753,0.2738,0,30.0,0.2564,27.0,0.0174,3.0
1767034831.8488092,0.2621,0,30.0,0.2564,27.0,0.0057,3.0
1767034831.8655493,0.2621,0,30.0,0.2564,27.0,0.0057,3.0
1767034831.879237,0.2621,0,30.0,0.2564,27.0,0.0057,3.0
1767034831.9433885,0.2924,0,30.0,0.2564,27.0,0.036,3.0
1767034831.9624102,0.2924,0,30.0,0.2564,27.0,0.036,3.0
1767034831.975545,0.2924,0,30.0,0.2564,27.0,0.036,3.0
1767034832.044689,0.2955,0,30.0,0.2564,27.0,0.0391,3.0
1767034832.0611317,0.2955,0,30.0,0.2564,27.0,0.0391,3.0
1767034832.0748532,0.2955,0,30.0,0.2564,27.0,0.0391,3.0
1767034832.149537,0.2979,0,30.0,0.2564,27.0,0.0415,3.0
1767034832.169302,0.2979,0,30.0,0.2564,27.0,0.0415,3.0
1767034832.1899607,0.2979,0,30.0,0.2564,27.0,0.0415,3.0
1767034832.2510612,0.3,0,30.0,0.2564,27.0,0.0436,3.0
1767034832.2629867,0.3,0,30.0,0.2564,27.0,0.0436,3.0
1767034832.2801392,0.3,0,30.0,0.2564,27.0,0.0436,3.0
1767034832.3407402,0.2967,0,30.0,0.2564,27.0,0.0403,3.0
1767034832.3574965,0.2967,0,30.0,0.2564,27.0,0.0403,3.0
1767034832.3754516,0.2967,0,30.0,0.2564,27.0,0.0403,3.0
1767034832.4364712,0.2689,0,30.0,0.2564,27.0,0.0125,3.0
1767034832.4507875,0.2689,0,30.0,0.2564,27.0,0.0125,3.0
1767034832.4683495,0.2689,0,30.0,0.2564,27.0,0.0125,3.0
1767034832.5515497,0.1519,0,30.0,0.2564,27.0,-0.1045,3.0
1767034832.5690343,0.1519,0,30.0,0.2564,27.0,-0.1045,3.0
1767034832.5871305,0.1519,0,30.0,0.2564,27.0,-0.1045,3.0
1767034832.6463897,0.2118,1,31.0,0.2564,27.0,-0.0446,4.0
1767036988.5597844,0.2526,0,40.0,0.2025,40.0,0.0501,0.0
1767036988.577066,0.2526,0,40.0,0.2025,40.0,0.0501,0.0
1767036988.592034,0.2526,0,40.0,0.2025,40.0,0.0501,0.0
1767036988.6617522,0.2588,0,40.0,0.2025,40.0,0.0563,0.0
1767036988.6773965,0.2588,0,40.0,0.2025,40.0,0.0563,0.0
1767036988.6964834,0.2588,0,40.0,0.2025,40.0,0.0563,0.0
1767036988.712781,0.2588,0,40.0,0.2025,40.0,0.0563,0.0
1767036988.754939,0.2591,0,40.0,0.2025,40.0,0.0566,0.0
1767036988.769983,0.2591,0,40.0,0.2025,40.0,0.0566,0.0
1767036988.8686535,0.2678,0,40.0,0.2025,40.0,0.0653,0.0
1767036988.8832989,0.2678,0,40.0,0.2025,40.0,0.0653,0.0
1767036988.900149,0.2678,0,40.0,0.2025,40.0,0.0653,0.0
1767036988.977591,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036988.9909818,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036989.0091488,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036989.028373,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036989.0581982,0.2589,0,40.0,0.2025,40.0,0.0564,0.0
1767036989.0765128,0.2589,0,40.0,0.2025,40.0,0.0564,0.0
1767036989.092517,0.2589,0,40.0,0.2025,40.0,0.0564,0.0
1767036989.1708288,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036989.1874268,0.2628,0,40.0,0.2025,40.0,0.0603,0.0
1767036989.2731817,0.26,0,40.0,0.2025,40.0,0.0575,0.0
1767036989.287068,0.26,0,40.0,0.2025,40.0,0.0575,0.0
1767036989.3052077,0.26,0,40.0,0.2025,40.0,0.0575,0.0
1767036989.3209252,0.26,0,40.0,0.2025,40.0,0.0575,0.0
1767036989.358946,0.2824,0,40.0,0.2025,40.0,0.0799,0.0
1767036989.3782344,0.2824,0,40.0,0.2025,40.0,0.0799,0.0
1767036989.396971,0.2824,0,40.0,0.2025,40.0,0.0799,0.0
1767036989.472056,0.2702,0,40.0,0.2025,40.0,0.0677,0.0
1767036989.4877372,0.2702,0,40.0,0.2025,40.0,0.0677,0.0
1767036989.505,0.2702,0,40.0,0.2025,40.0,0.0677,0.0
1767036989.579825,0.2671,0,40.0,0.2025,40.0,0.0646,0.0
1767036989.6101394,0.2671,0,40.0,0.2025,40.0,0.0646,0.0
1767036989.625967,0.2671,0,40.0,0.2025,40.0,0.0646,0.0
1767036989.6736069,0.2508,0,40.0,0.2025,40.0,0.0483,0.0
1767036989.6926904,0.2508,0,40.0,0.2025,40.0,0.0483,0.0
1767036989.709615,0.2508,0,40.0,0.2025,40.0,0.0483,0.0
1767036989.779236,0.269,0,40.0,0.2025,40.0,0.0665,0.0
1767036989.794365,0.269,0,40.0,0.2025,40.0,0.0665,0.0
1767036989.8120165,0.269,0,40.0,0.2025,40.0,0.0665,0.0
1767036989.8769696,0.2504,0,40.0,0.2025,40.0,0.0479,0.0
1767036989.8939378,0.2504,0,40.0,0.2025,40.0,0.0479,0.0
1767036989.9107249,0.2504,0,40.0,0.2025,40.0,0.0479,0.0
1767036989.967945,0.2262,0,40.0,0.2025,40.0,0.0237,0.0
1767036989.9855986,0.2262,0,40.0,0.2025,40.0,0.0237,0.0
1767036990.0054274,0.2262,0,40.0,0.2025,40.0,0.0237,0.0
1767036990.0666776,0.2207,0,40.0,0.2025,40.0,0.0182,0.0
1767036990.084422,0.2207,0,40.0,0.2025,40.0,0.0182,0.0
1767036990.1012833,0.2207,0,40.0,0.2025,40.0,0.0182,0.0
1767036990.1804323,0.2199,0,40.0,0.2025,40.0,0.0174,0.0
1767036990.197888,0.2199,0,40.0,0.2025,40.0,0.0174,0.0
1767036990.2184522,0.2199,0,40.0,0.2025,40.0,0.0174,0.0
1767036990.2731733,0.2438,0,40.0,0.2025,40.0,0.0413,0.0
1767036990.289618,0.2438,0,40.0,0.2025,40.0,0.0413,0.0
1767036990.3058152,0.2438,0,40.0,0.2025,40.0,0.0413,0.0
1767036990.3829172,0.2737,0,40.0,0.2025,40.0,0.0712,0.0
1767036990.4003055,0.2737,0,40.0,0.2025,40.0,0.0712,0.0
1767036990.4177861,0.2737,0,40.0,0.2025,40.0,0.0712,0.0
1767036990.8878007,0.2719,0,40.0,0.2025,40.0,0.0694,0.0
1767036990.916524,0.2719,0,40.0,0.2025,40.0,0.0694,0.0
1767036990.9318695,0.2719,0,40.0,0.2025,40.0,0.0694,0.0
1767036991.392399,0.2335,0,40.0,0.2025,40.0,0.031,0.0
1767036991.4092658,0.2335,0,40.0,0.2025,40.0,0.031,0.0
1767036991.427398,0.2335,0,40.0,0.2025,40.0,0.031,0.0
1767036991.4926245,0.3144,0,40.0,0.2025,40.0,0.1119,0.0
1767036991.510785,0.3144,0,40.0,0.2025,40.0,0.1119,0.0
1767036991.5261397,0.3144,0,40.0,0.2025,40.0,0.1119,0.0
1767036991.5396302,0.3144,0,40.0,0.2025,40.0,0.1119,0.0
1767036991.5805967,0.29,0,40.0,0.2025,40.0,0.0875,0.0
1767036991.5942922,0.29,0,40.0,0.2025,40.0,0.0875,0.0
1767036991.6945431,0.2672,0,40.0,0.2025,40.0,0.0647,0.0
1767036991.7100034,0.2672,0,40.0,0.2025,40.0,0.0647,0.0
1767036991.7245302,0.2672,0,40.0,0.2025,40.0,0.0647,0.0
1767036991.7966254,0.2394,0,40.0,0.2025,40.0,0.0369,0.0
1767036991.8164444,0.2394,0,40.0,0.2025,40.0,0.0369,0.0
1767036991.8356955,0.2394,0,40.0,0.2025,40.0,0.0369,0.0
1767036991.848598,0.2394,0,40.0,0.2025,40.0,0.0369,0.0
1767036991.886592,0.3037,0,40.0,0.2025,40.0,0.1012,0.0
1767036991.9040492,0.3037,0,40.0,0.2025,40.0,0.1012,0.0
1767036991.9185698,0.3037,0,40.0,0.2025,40.0,0.1012,0.0
1767036991.9838996,0.3093,0,40.0,0.2025,40.0,0.1068,0.0
1767036992.0017354,0.3093,0,40.0,0.2025,40.0,0.1068,0.0
1767036992.097623,0.2982,0,39.0,0.2025,40.0,0.0957,-1.0
1767036992.1108277,0.2982,0,39.0,0.2025,40.0,0.0957,-1.0
1767036992.1265025,0.2982,0,39.0,0.2025,40.0,0.0957,-1.0
1767036992.1918108,0.3076,0,39.0,0.2025,40.0,0.1051,-1.0
1767036992.2090516,0.3076,0,39.0,0.2025,40.0,0.1051,-1.0
1767036992.224784,0.3076,0,39.0,0.2025,40.0,0.1051,-1.0
1767036992.2453947,0.3076,0,39.0,0.2025,40.0,0.1051,-1.0
1767036992.2933886,0.3439,0,39.0,0.2025,40.0,0.1414,-1.0
1767036992.3076632,0.3439,0,39.0,0.2025,40.0,0.1414,-1.0
1767036992.3287325,0.3439,0,39.0,0.2025,40.0,0.1414,-1.0
1767036992.4001262,0.3298,0,39.0,0.2025,40.0,0.1273,-1.0
1767036992.4206061,0.3298,0,39.0,0.2025,40.0,0.1273,-1.0
1767036992.502557,0.3103,0,39.0,0.2025,40.0,0.1078,-1.0
1767036992.5206163,0.3103,0,39.0,0.2025,40.0,0.1078,-1.0
1767036992.5384095,0.3103,0,39.0,0.2025,40.0,0.1078,-1.0
1767036992.5589917,0.3103,0,39.0,0.2025,40.0,0.1078,-1.0
1767036992.5901194,0.3085,0,39.0,0.2025,40.0,0.106,-1.0
1767036992.603174,0.3085,0,39.0,0.2025,40.0,0.106,-1.0
1767036992.6154425,0.3085,0,39.0,0.2025,40.0,0.106,-1.0
1767036992.7053967,0.3215,0,39.0,0.2025,40.0,0.119,-1.0
1767036992.7240646,0.3215,0,39.0,0.2025,40.0,0.119,-1.0
1767036992.7406642,0.3215,0,39.0,0.2025,40.0,0.119,-1.0
1767036992.803033,0.3032,0,39.0,0.2025,40.0,0.1007,-1.0
1767036992.8218396,0.3032,0,39.0,0.2025,40.0,0.1007,-1.0
1767036992.8353548,0.3032,0,39.0,0.2025,40.0,0.1007,-1.0
1767036992.9009168,0.2925,0,39.0,0.2025,40.0,0.09,-1.0
1767036992.915058,0.2925,0,39.0,0.2025,40.0,0.09,-1.0
1767036992.9325051,0.2925,0,39.0,0.2025,40.0,0.09,-1.0
1767036993.0098014,0.3267,0,38.0,0.2025,40.0,0.1242,-2.0
1767036993.0238268,0.3267,0,38.0,0.2025,40.0,0.1242,-2.0
1767036993.0422516,0.3267,0,38.0,0.2025,40.0,0.1242,-2.0
1767036993.1061316,0.316,0,38.0,0.2025,40.0,0.1135,-2.0
1767036993.1231637,0.316,0,38.0,0.2025,40.0,0.1135,-2.0
1767036993.1428967,0.316,0,38.0,0.2025,40.0,0.1135,-2.0
1767036993.2053635,0.3067,0,38.0,0.2025,40.0,0.1042,-2.0
1767036993.2232752,0.3067,0,38.0,0.2025,40.0,0.1042,-2.0
1767036993.2396154,0.3067,0,38.0,0.2025,40.0,0.1042,-2.0
1767036993.3130395,0.3276,0,38.0,0.2025,40.0,0.1251,-2.0
1767036993.3306615,0.3276,0,38.0,0.2025,40.0,0.1251,-2.0
1767036993.3489108,0.3276,0,38.0,0.2025,40.0,0.1251,-2.0
1767036993.4097505,0.3148,0,38.0,0.2025,40.0,0.1123,-2.0
1767036993.4233685,0.3148,0,38.0,0.2025,40.0,0.1123,-2.0
1767036993.440492,0.3148,0,38.0,0.2025,40.0,0.1123,-2.0
1767036993.5055723,0.2907,0,37.0,0.2025,40.0,0.0882,-3.0
1767115266.7775433,0.1937,0,38.0,0.2334,38.0,-0.0397,0.0
1767115266.816193,0.1765,0,38.0,0.2334,38.0,-0.0569,0.0
1767115266.8509078,0.2095,0,38.0,0.2334,38.0,-0.0239,0.0
1767115266.8806674,0.1751,0,38.0,0.2334,38.0,-0.0583,0.0
1767115266.9127107,0.1908,0,38.0,0.2334,38.0,-0.0426,0.0
1767115266.9433403,0.1926,0,38.0,0.2334,38.0,-0.0408,0.0
1767115266.9805155,0.1866,0,38.0,0.2334,38.0,-0.0468,0.0
1767115267.0056515,0.1852,0,38.0,0.2334,38.0,-0.0482,0.0
1767115267.0402293,0.1781,0,38.0,0.2334,38.0,-0.0553,0.0
1767115267.0733912,0.2102,1,39.0,0.2334,38.0,-0.0232,1.0
1767115267.105043,0.19,0,39.0,0.2334,38.0,-0.0434,1.0
1767115267.1513398,0.1879,0,39.0,0.2334,38.0,-0.0455,1.0
1767115267.1884813,0.2123,0,39.0,0.2334,38.0,-0.0211,1.0
1767115267.2127433,0.2111,0,39.0,0.2334,38.0,-0.0223,1.0
1767115267.2549496,0.1855,0,39.0,0.2334,38.0,-0.0479,1.0
1767115267.28463,0.2126,0,39.0,0.2334,38.0,-0.0208,1.0
1767115267.313467,0.2071,0,39.0,0.2334,38.0,-0.0263,1.0
1767115267.3446934,0.2077,0,39.0,0.2334,38.0,-0.0257,1.0
1767115267.374157,0.2126,0,39.0,0.2334,38.0,-0.0208,1.0
1767115267.4134943,0.2077,0,39.0,0.2334,38.0,-0.0257,1.0
1767115267.4421995,0.1968,0,39.0,0.2334,38.0,-0.0366,1.0
1767115267.4910843,0.2144,0,39.0,0.2334,38.0,-0.019,1.0
1767115267.518406,0.2077,0,39.0,0.2334,38.0,-0.0257,1.0
1767115267.5354524,0.2077,0,39.0,0.2334,38.0,-0.0257,1.0
1767115267.554471,0.2156,0,39.0,0.2334,38.0,-0.0178,1.0
1767115267.62049,0.2106,0,39.0,0.2334,38.0,-0.0228,1.0
1767115267.6503046,0.2184,0,39.0,0.2334,38.0,-0.015,1.0
1767115267.6799505,0.2013,0,39.0,0.2334,38.0,-0.0321,1.0
1767115267.714401,0.2194,0,39.0,0.2334,38.0,-0.014,1.0
1767115267.7495246,0.2119,0,39.0,0.2334,38.0,-0.0215,1.0
1767115267.7751799,0.2253,0,39.0,0.2334,38.0,-0.0081,1.0
1767115267.8258207,0.226,0,39.0,0.2334,38.0,-0.0074,1.0
1767115267.8598819,0.2204,0,39.0,0.2334,38.0,-0.013,1.0
1767115267.8757243,0.2204,0,39.0,0.2334,38.0,-0.013,1.0
1767115267.8883042,0.2528,0,39.0,0.2334,38.0,0.0194,1.0
1767115267.9219625,0.2192,0,39.0,0.2334,38.0,-0.0142,1.0
1767115267.959172,0.2399,0,39.0,0.2334,38.0,0.0065,1.0
1767115267.985608,0.2289,0,39.0,0.2334,38.0,-0.0045,1.0
1767115268.05,0.2613,0,39.0,0.2334,38.0,0.0279,1.0
1767115268.0848727,0.2363,0,39.0,0.2334,38.0,0.0029,1.0
1767115268.1134248,0.2224,0,39.0,0.2334,38.0,-0.011,1.0
1767115268.1641448,0.2158,0,39.0,0.2334,38.0,-0.0176,1.0
1767115268.1996799,0.225,0,39.0,0.2334,38.0,-0.0084,1.0
1767115268.2158024,0.225,0,39.0,0.2334,38.0,-0.0084,1.0
1767115268.2372735,0.2446,0,39.0,0.2334,38.0,0.0112,1.0
1767115268.2565305,0.2337,0,39.0,0.2334,38.0,0.0003,1.0
1767115268.292718,0.217,0,39.0,0.2334,38.0,-0.0164,1.0
1767115268.3212295,0.2253,0,39.0,0.2334,38.0,-0.0081,1.0
1767115268.356757,0.2435,0,39.0,0.2334,38.0,0.0101,1.0
1767115268.3899136,0.2493,0,39.0,0.2334,38.0,0.0159,1.0
1767115268.455386,0.2451,0,39.0,0.2334,38.0,0.0117,1.0
1767115268.4974737,0.2278,0,39.0,0.2334,38.0,-0.0056,1.0
1767115268.5331295,0.2434,0,39.0,0.2334,38.0,0.01,1.0
1767115268.5708032,0.2434,0,39.0,0.2334,38.0,0.01,1.0
1767115268.5884278,0.2283,0,39.0,0.2334,38.0,-0.0051,1.0
1767115268.6053553,0.2174,0,39.0,0.2334,38.0,-0.016,1.0
1767115268.6302888,0.2145,0,39.0,0.2334,38.0,-0.0189,1.0
1767115268.6585348,0.2221,0,39.0,0.2334,38.0,-0.0113,1.0
1767115268.6911771,0.2241,0,39.0,0.2334,38.0,-0.0093,1.0
1767115268.7267957,0.2309,0,39.0,0.2334,38.0,-0.0025,1.0
1767115268.760941,0.2132,0,39.0,0.2334,38.0,-0.0202,1.0
1767115268.80121,0.2464,0,39.0,0.2334,38.0,0.013,1.0
1767115268.872638,0.2253,0,39.0,0.2334,38.0,-0.0081,1.0
1767115268.909476,0.2253,0,39.0,0.2334,38.0,-0.0081,1.0
1767115268.9268947,0.2224,0,39.0,0.2334,38.0,-0.011,1.0
1767115268.9437482,0.2226,0,39.0,0.2334,38.0,-0.0108,1.0
1767115268.9713292,0.2537,0,39.0,0.2334,38.0,0.0203,1.0
1767115268.993431,0.2177,0,39.0,0.2334,38.0,-0.0157,1.0
1767115269.0244982,0.254,0,39.0,0.2334,38.0,0.0206,1.0
1767115269.0566747,0.2296,0,39.0,0.2334,38.0,-0.0038,1.0
1767115269.0944486,0.2177,0,39.0,0.2334,38.0,-0.0157,1.0
1767115269.119382,0.2281,0,39.0,0.2334,38.0,-0.0053,1.0
1767115269.1706233,0.2332,0,39.0,0.2334,38.0,-0.0002,1.0
1767115269.2037444,0.2174,0,39.0,0.2334,38.0,-0.016,1.0
1767115269.2349663,0.2201,0,39.0,0.2334,38.0,-0.0133,1.0
1767115269.2680173,0.2171,0,39.0,0.2334,38.0,-0.0163,1.0
1767115269.3021426,0.222,0,39.0,0.2334,38.0,-0.0114,1.0
1767115269.3276112,0.2371,0,39.0,0.2334,38.0,0.0037,1.0
1767115269.358179,0.2517,0,39.0,0.2334,38.0,0.0183,1.0
1767115269.3927624,0.2508,0,39.0,0.2334,38.0,0.0174,1.0
1767115269.4266942,0.2616,0,39.0,0.2334,38.0,0.0282,1.0
1767115269.457345,0.2524,0,39.0,0.2334,38.0,0.019,1.0
1767115269.504235,0.2524,0,39.0,0.2334,38.0,0.019,1.0
1767115269.5371206,0.2573,0,39.0,0.2334,38.0,0.0239,1.0
1767115269.5689702,0.2583,0,39.0,0.2334,38.0,0.0249,1.0
1767115269.6000047,0.2675,0,39.0,0.2334,38.0,0.0341,1.0
1767115269.6362321,0.2615,0,39.0,0.2334,38.0,0.0281,1.0
1767115269.6649494,0.278,0,39.0,0.2334,38.0,0.0446,1.0
1767115269.7024817,0.2521,0,39.0,0.2334,38.0,0.0187,1.0
1767115269.748291,0.2679,0,39.0,0.2334,38.0,0.0345,1.0
1767115269.7822556,0.256,0,39.0,0.2334,38.0,0.0226,1.0
1767115269.8103905,0.2574,0,39.0,0.2334,38.0,0.024,1.0
1767115269.8429086,0.2616,0,39.0,0.2334,38.0,0.0282,1.0
1767115269.8758667,0.2616,0,39.0,0.2334,38.0,0.0282,1.0
1767115269.906299,0.2625,0,39.0,0.2334,38.0,0.0291,1.0
1767115269.9423518,0.256,0,39.0,0.2334,38.0,0.0226,1.0
1767115269.9772499,0.2616,0,39.0,0.2334,38.0,0.0282,1.0
1767115270.0014408,0.2625,0,39.0,0.2334,38.0,0.0291,1.0
1767115270.029471,0.2518,0,39.0,0.2334,38.0,0.0184,1.0
1767115270.0638533,0.2631,0,39.0,0.2334,38.0,0.0297,1.0
1767115270.1022606,0.2631,0,39.0,0.2334,38.0,0.0297,1.0
1767115270.1300669,0.2518,0,39.0,0.2334,38.0,0.0184,1.0
1767115270.1824286,0.2509,0,39.0,0.2334,38.0,0.0175,1.0
1767115270.2156613,0.2512,0,39.0,0.2334,38.0,0.0178,1.0
1767115270.2412772,0.257,0,39.0,0.2334,38.0,0.0236,1.0
1767115270.2765098,0.2463,0,39.0,0.2334,38.0,0.0129,1.0
1767115270.3068542,0.2579,0,39.0,0.2334,38.0,0.0245,1.0
1767115270.3410347,0.2518,0,39.0,0.2334,38.0,0.0184,1.0
1767115270.3704417,0.2512,0,39.0,0.2334,38.0,0.0178,1.0
1767115270.403466,0.2512,0,39.0,0.2334,38.0,0.0178,1.0
1767115270.4401991,0.2401,0,39.0,0.2334,38.0,0.0067,1.0
1767115270.4675658,0.2502,0,39.0,0.2334,38.0,0.0168,1.0
1767115270.5173378,0.2406,0,39.0,0.2334,38.0,0.0072,1.0
1767115270.5485504,0.2401,0,39.0,0.2334,38.0,0.0067,1.0
1767115270.581265,0.2401,0,39.0,0.2334,38.0,0.0067,1.0
1767115270.6087582,0.2412,0,39.0,0.2334,38.0,0.0078,1.0
1767115270.6464872,0.2509,0,39.0,0.2334,38.0,0.0175,1.0
1767115270.672974,0.2509,0,39.0,0.2334,38.0,0.0175,1.0
1767115270.7067108,0.2512,0,39.0,0.2334,38.0,0.0178,1.0
1767115270.7380188,0.2509,0,39.0,0.2334,38.0,0.0175,1.0
1767115270.7757316,0.2615,0,39.0,0.2334,38.0,0.0281,1.0
1767115270.8096476,0.2401,0,39.0,0.2334,38.0,0.0067,1.0
1767115270.8524165,0.247,0,39.0,0.2334,38.0,0.0136,1.0
1767115270.8869467,0.2714,0,39.0,0.2334,38.0,0.038,1.0
1767115270.9132972,0.2518,0,39.0,0.2334,38.0,0.0184,1.0
1767115270.94519,0.2508,0,39.0,0.2334,38.0,0.0174,1.0
1767115270.9864635,0.2548,0,39.0,0.2334,38.0,0.0214,1.0
1767115271.0080464,0.2447,0,39.0,0.2334,38.0,0.0113,1.0
1767115271.038228,0.2734,0,39.0,0.2334,38.0,0.04,1.0
1767115271.0729508,0.2572,0,39.0,0.2334,38.0,0.0238,1.0
1767115271.111825,0.2694,0,39.0,0.2334,38.0,0.036,1.0
1767115271.1400092,0.2581,0,39.0,0.2334,38.0,0.0247,1.0
1767115271.1895082,0.2625,0,39.0,0.2334,38.0,0.0291,1.0
1767115271.2199752,0.2641,0,39.0,0.2334,38.0,0.0307,1.0
1767115271.250272,0.2487,0,39.0,0.2334,38.0,0.0153,1.0
1767115271.2848344,0.2522,0,38.0,0.2334,38.0,0.0188,0.0
1767115271.3196468,0.2481,0,38.0,0.2334,38.0,0.0147,0.0
1767115271.3468025,0.258,0,38.0,0.2334,38.0,0.0246,0.0
1767115271.3803642,0.2634,0,38.0,0.2334,38.0,0.03,0.0
1767115271.410031,0.2375,0,38.0,0.2334,38.0,0.0041,0.0
1767115271.4480805,0.2547,0,38.0,0.2334,38.0,0.0213,0.0
1767115271.4885468,0.2196,0,38.0,0.2334,38.0,-0.0138,0.0
1767115271.5360723,0.0648,0,38.0,0.2334,38.0,-0.1686,0.0
1767115271.5569608,0.075,0,38.0,0.2334,38.0,-0.1584,0.0
